Year,WZ2008_Code,Economic_Activity,Employee_Size_Class,Enterprises,Local units,Persons employed,Turnover,Turnover per enterprise,Turnover per person employed,Input of goods,Gross capital formation,Disposal of tangible fixed assets,Gross yield ratio,Expenditure
2016,WZ08-4759,"Retail sale of furniture, lighting equipment etc.",1 to 2 persons employed,7916.0,8129.0,11104.0,1256.0,159.0,113.0,782.0,49.0,6.0,37.8,1092.0
2016,WZ08-4759,"Retail sale of furniture, lighting equipment etc.",3 to 5 persons employed,4342.0,4596.0,16364.0,1908.0,439.0,117.0,1124.0,28.0,6.0,41.1,1683.0
2016,WZ08-4759,"Retail sale of furniture, lighting equipment etc.",6 to 19 persons employed,4108.0,4965.0,40339.0,6891.0,1677.0,171.0,4149.0,132.0,30.0,39.8,6538.0
2016,WZ08-4759,"Retail sale of furniture, lighting equipment etc.",20 or more persons employed,1019.0,4335.0,114330.0,21867.0,21465.0,191.0,12214.0,350.0,9.0,44.1,20962.0
2016,WZ08-476,Retail sale of cultural and recreation goods,1 to 2 persons employed,11945.0,12087.0,17063.0,1538.0,129.0,90.0,1055.0,18.0,3.0,31.4,1308.0
2016,WZ08-476,Retail sale of cultural and recreation goods,3 to 5 persons employed,8045.0,8730.0,29253.0,2697.0,335.0,92.0,1820.0,27.0,3.0,32.5,2375.0
2016,WZ08-476,Retail sale of cultural and recreation goods,6 to 19 persons employed,5086.0,6268.0,43844.0,4425.0,870.0,101.0,2874.0,49.0,8.0,35.0,4061.0
2016,WZ08-476,Retail sale of cultural and recreation goods,20 or more persons employed,734.0,4593.0,57334.0,7674.0,10453.0,134.0,4732.0,119.0,3.0,38.3,7361.0
2016,WZ08-4761,Retail sale of books,1 to 2 persons employed,1368.0,1404.0,2016.0,182.0,133.0,90.0,129.0,1.0,0.0,29.0,158.0
2016,WZ08-4761,Retail sale of books,3 to 5 persons employed,1597.0,1653.0,6030.0,515.0,323.0,85.0,365.0,3.0,0.0,29.2,467.0
2016,WZ08-4761,Retail sale of books,6 to 19 persons employed,1140.0,1440.0,9152.0,859.0,754.0,94.0,586.0,6.0,0.0,31.8,792.0
2016,WZ08-4761,Retail sale of books,20 or more persons employed,118.0,1072.0,12813.0,1820.0,15470.0,142.0,1109.0,23.0,0.0,39.1,1725.0
2016,WZ08-4762,Retail sale of newspapers and stationery,1 to 2 persons employed,3187.0,3250.0,4786.0,412.0,129.0,86.0,298.0,4.0,1.0,27.6,356.0
2016,WZ08-4762,Retail sale of newspapers and stationery,3 to 5 persons employed,2409.0,2596.0,8602.0,661.0,274.0,77.0,467.0,4.0,1.0,29.4,584.0
2016,WZ08-4762,Retail sale of newspapers and stationery,6 to 19 persons employed,983.0,1288.0,8184.0,574.0,584.0,70.0,363.0,6.0,0.0,36.8,534.0
2016,WZ08-4762,Retail sale of newspapers and stationery,20 or more persons employed,131.0,1706.0,12272.0,1381.0,10529.0,112.0,866.0,19.0,0.0,37.3,1320.0
2016,WZ08-4763,Retail sale of music and video recordings,1 to 2 persons employed,142.0,142.0,185.0,15.0,105.0,81.0,10.0,0.0,0.0,36.2,12.0
2016,WZ08-4763,Retail sale of music and video recordings,3 to 5 persons employed,101.0,101.0,300.0,23.0,229.0,77.0,11.0,0.0,0.0,54.5,21.0
2016,WZ08-4763,Retail sale of music and video recordings,6 to 19 persons employed,85.0,134.0,811.0,77.0,901.0,95.0,53.0,0.0,0.0,31.7,75.0
2016,WZ08-4763,Retail sale of music and video recordings,20 or more persons employed,6.0,22.0,368.0,79.0,13542.0,215.0,55.0,1.0,0.0,31.1,75.0
2016,WZ08-4764,Retail sale of sporting equipment,1 to 2 persons employed,5883.0,5926.0,8131.0,783.0,133.0,96.0,516.0,13.0,2.0,34.1,658.0
2016,WZ08-4764,Retail sale of sporting equipment,3 to 5 persons employed,3205.0,3597.0,11545.0,1308.0,408.0,113.0,855.0,18.0,2.0,34.6,1141.0
2016,WZ08-4764,Retail sale of sporting equipment,6 to 19 persons employed,2298.0,2744.0,20695.0,2420.0,1053.0,117.0,1559.0,32.0,7.0,35.6,2208.0
2016,WZ08-4764,Retail sale of sporting equipment,20 or more persons employed,387.0,1288.0,25429.0,3783.0,9768.0,149.0,2329.0,62.0,2.0,38.4,3648.0
2016,WZ08-4765,Retail sale of games and toys,1 to 2 persons employed,1364.0,1364.0,1944.0,146.0,107.0,75.0,102.0,0.0,0.0,30.3,123.0
2016,WZ08-4765,Retail sale of games and toys,3 to 5 persons employed,733.0,783.0,2776.0,189.0,258.0,68.0,123.0,1.0,0.0,34.8,162.0
2016,WZ08-4765,Retail sale of games and toys,6 to 19 persons employed,581.0,662.0,5001.0,495.0,852.0,99.0,315.0,4.0,0.0,36.5,452.0
2016,WZ08-4765,Retail sale of games and toys,20 or more persons employed,92.0,504.0,6451.0,611.0,6630.0,95.0,373.0,13.0,1.0,38.9,593.0
2016,WZ08-477,Retail sale of other goods,1 to 2 persons employed,39507.0,40345.0,58382.0,4428.0,112.0,76.0,2694.0,53.0,12.0,39.2,3595.0
2016,WZ08-477,Retail sale of other goods,3 to 5 persons employed,34171.0,37315.0,128674.0,9895.0,290.0,77.0,5754.0,133.0,11.0,41.9,8485.0
2016,WZ08-477,Retail sale of other goods,6 to 19 persons employed,35712.0,46755.0,336809.0,42183.0,1181.0,125.0,28677.0,523.0,23.0,32.0,38501.0
2016,WZ08-477,Retail sale of other goods,20 or more persons employed,8049.0,58253.0,665540.0,85814.0,10661.0,129.0,52022.0,1800.0,23.0,39.4,81047.0
2016,WZ08-4771,Retail sale of clothing,1 to 2 persons employed,8403.0,8544.0,12784.0,869.0,103.0,68.0,495.0,10.0,1.0,43.1,702.0
2016,WZ08-4771,Retail sale of clothing,3 to 5 persons employed,9126.0,10171.0,34130.0,2102.0,230.0,62.0,1188.0,22.0,3.0,43.5,1854.0
2016,WZ08-4771,Retail sale of clothing,6 to 19 persons employed,6000.0,9221.0,52022.0,3935.0,656.0,76.0,2201.0,58.0,2.0,44.1,3578.0
2016,WZ08-4771,Retail sale of clothing,20 or more persons employed,1794.0,25180.0,275292.0,29222.0,16289.0,106.0,15135.0,787.0,4.0,48.2,27734.0
2016,WZ08-4772,Retail sale of footwear and leather goods,1 to 2 persons employed,1320.0,1334.0,2063.0,183.0,138.0,88.0,103.0,5.0,1.0,43.5,147.0
2016,WZ08-4772,Retail sale of footwear and leather goods,3 to 5 persons employed,2010.0,2133.0,7694.0,482.0,240.0,63.0,287.0,2.0,1.0,40.4,415.0
2016,WZ08-4772,Retail sale of footwear and leather goods,6 to 19 persons employed,2303.0,3041.0,20818.0,1357.0,589.0,65.0,768.0,14.0,0.0,43.4,1241.0
2016,WZ08-4772,Retail sale of footwear and leather goods,20 or more persons employed,404.0,6137.0,57734.0,7024.0,17395.0,122.0,3738.0,193.0,6.0,46.8,6524.0
2016,WZ08-4773,Dispensing chemist,1 to 2 persons employed,527.0,527.0,949.0,100.0,190.0,106.0,67.0,0.0,0.0,33.7,78.0
2016,WZ08-4773,Dispensing chemist,3 to 5 persons employed,1645.0,1739.0,6886.0,1475.0,896.0,214.0,1142.0,12.0,1.0,22.6,1368.0
2016,WZ08-4773,Dispensing chemist,6 to 19 persons employed,11890.0,13281.0,127173.0,25900.0,2178.0,204.0,19766.0,226.0,5.0,23.7,23949.0
2016,WZ08-4773,Dispensing chemist,20 or more persons employed,3370.0,6547.0,103166.0,20828.0,6180.0,202.0,15932.0,245.0,5.0,23.5,19449.0
2016,WZ08-4774,Retail sale of medical and orthopaedic goods,1 to 2 persons employed,965.0,1002.0,1468.0,132.0,136.0,90.0,83.0,2.0,0.0,37.4,103.0
2016,WZ08-4774,Retail sale of medical and orthopaedic goods,3 to 5 persons employed,1069.0,1341.0,4202.0,389.0,364.0,93.0,164.0,5.0,1.0,57.8,302.0
2016,WZ08-4774,Retail sale of medical and orthopaedic goods,6 to 19 persons employed,1458.0,2638.0,14099.0,1199.0,823.0,85.0,513.0,29.0,4.0,57.2,987.0
2016,WZ08-4774,Retail sale of medical and orthopaedic goods,20 or more persons employed,705.0,5337.0,39527.0,3513.0,4983.0,89.0,1448.0,141.0,3.0,58.8,3179.0
2016,WZ08-4775,Retail sale of cosmetic and toilet articles,1 to 2 persons employed,1716.0,1719.0,2080.0,137.0,80.0,66.0,77.0,2.0,1.0,43.7,102.0
2016,WZ08-4775,Retail sale of cosmetic and toilet articles,3 to 5 persons employed,1103.0,1199.0,4179.0,247.0,224.0,59.0,148.0,9.0,0.0,40.1,218.0
2016,WZ08-4775,Retail sale of cosmetic and toilet articles,6 to 19 persons employed,526.0,625.0,4294.0,326.0,619.0,76.0,194.0,3.0,0.0,40.4,291.0
2016,WZ08-4775,Retail sale of cosmetic and toilet articles,20 or more persons employed,90.0,6474.0,99409.0,15175.0,168816.0,153.0,10500.0,205.0,1.0,30.8,15050.0
2016,WZ08-4776,"Retail sale of flowers,plants,seeds,fertil.,anim.",1 to 2 persons employed,7346.0,7480.0,11435.0,717.0,98.0,63.0,437.0,6.0,2.0,39.0,581.0
2016,WZ08-4776,"Retail sale of flowers,plants,seeds,fertil.,anim.",3 to 5 persons employed,6966.0,7424.0,26056.0,1322.0,190.0,51.0,748.0,21.0,2.0,43.4,1116.0
2016,WZ08-4776,"Retail sale of flowers,plants,seeds,fertil.,anim.",6 to 19 persons employed,4688.0,5957.0,41767.0,2525.0,539.0,60.0,1376.0,64.0,5.0,45.5,2242.0
2016,WZ08-4776,"Retail sale of flowers,plants,seeds,fertil.,anim.",20 or more persons employed,598.0,2806.0,33950.0,3243.0,5419.0,96.0,1894.0,66.0,2.0,41.6,3037.0
2016,WZ08-4777,Retail sale of watches and jewellery,1 to 2 persons employed,4182.0,4278.0,6619.0,638.0,153.0,96.0,414.0,4.0,6.0,35.1,538.0
2016,WZ08-4777,Retail sale of watches and jewellery,3 to 5 persons employed,3310.0,3530.0,12250.0,1008.0,305.0,82.0,595.0,11.0,0.0,41.0,879.0
2016,WZ08-4777,Retail sale of watches and jewellery,6 to 19 persons employed,2691.0,4010.0,21325.0,2097.0,780.0,98.0,1294.0,21.0,1.0,38.3,1885.0
2016,WZ08-4777,Retail sale of watches and jewellery,20 or more persons employed,156.0,1769.0,13172.0,2460.0,15761.0,187.0,1290.0,49.0,0.0,47.5,2170.0
2016,WZ08-4778,Other retail sale of new goods,1 to 2 persons employed,11765.0,12169.0,16640.0,1362.0,116.0,82.0,840.0,22.0,3.0,38.3,1099.0
2016,WZ08-4778,Other retail sale of new goods,3 to 5 persons employed,8145.0,8894.0,30383.0,2729.0,335.0,90.0,1394.0,50.0,2.0,48.9,2208.0
2016,WZ08-4778,Other retail sale of new goods,6 to 19 persons employed,5640.0,7304.0,50875.0,4549.0,807.0,89.0,2377.0,105.0,5.0,47.7,4062.0
2016,WZ08-4778,Other retail sale of new goods,20 or more persons employed,797.0,3603.0,36977.0,4097.0,5143.0,111.0,1965.0,110.0,2.0,52.0,3666.0
2016,WZ08-4779,Retail sale of second-hand goods in stores,1 to 2 persons employed,3283.0,3292.0,4344.0,289.0,88.0,67.0,178.0,1.0,0.0,38.5,245.0
2016,WZ08-4779,Retail sale of second-hand goods in stores,3 to 5 persons employed,796.0,884.0,2894.0,142.0,178.0,49.0,87.0,1.0,0.0,38.6,126.0
2016,WZ08-4779,Retail sale of second-hand goods in stores,6 to 19 persons employed,517.0,678.0,4435.0,295.0,570.0,67.0,188.0,2.0,1.0,36.2,266.0
2016,WZ08-4779,Retail sale of second-hand goods in stores,20 or more persons employed,135.0,401.0,6314.0,253.0,1870.0,40.0,119.0,3.0,0.0,53.0,239.0
2016,WZ08-478,Retail sale via stalls and markets,1 to 2 persons employed,3572.0,3622.0,4892.0,279.0,78.0,57.0,163.0,6.0,1.0,41.3,217.0
2016,WZ08-478,Retail sale via stalls and markets,3 to 5 persons employed,1496.0,1675.0,5363.0,279.0,186.0,52.0,166.0,6.0,1.0,40.4,229.0
2016,WZ08-478,Retail sale via stalls and markets,6 to 19 persons employed,1016.0,1344.0,8707.0,437.0,430.0,50.0,254.0,12.0,2.0,41.8,377.0
2016,WZ08-478,Retail sale via stalls and markets,20 or more persons employed,154.0,568.0,6165.0,395.0,2571.0,64.0,247.0,7.0,1.0,37.4,369.0
2016,WZ08-4781,"Retail sale via stalls, markets of food,bev.,tob.",1 to 2 persons employed,1874.0,1902.0,2652.0,174.0,93.0,66.0,106.0,4.0,1.0,39.2,135.0
2016,WZ08-4781,"Retail sale via stalls, markets of food,bev.,tob.",3 to 5 persons employed,1028.0,1176.0,3704.0,208.0,203.0,56.0,132.0,5.0,1.0,36.6,173.0
2016,WZ08-4781,"Retail sale via stalls, markets of food,bev.,tob.",6 to 19 persons employed,827.0,1055.0,7288.0,346.0,419.0,47.0,204.0,11.0,2.0,41.1,298.0
2016,WZ08-4781,"Retail sale via stalls, markets of food,bev.,tob.",20 or more persons employed,109.0,277.0,4932.0,351.0,3222.0,71.0,224.0,7.0,1.0,36.1,328.0
2016,WZ08-4782,"Retail sale v.stalls,markets of text.,cloth.,foot.",1 to 2 persons employed,1007.0,1028.0,1297.0,58.0,57.0,44.0,33.0,2.0,0.0,42.5,45.0
2016,WZ08-4782,"Retail sale v.stalls,markets of text.,cloth.,foot.",3 to 5 persons employed,165.0,186.0,592.0,32.0,196.0,54.0,16.0,1.0,0.0,49.5,25.0
2016,WZ08-4782,"Retail sale v.stalls,markets of text.,cloth.,foot.",6 to 19 persons employed,127.0,201.0,941.0,56.0,439.0,59.0,30.0,1.0,0.0,45.9,48.0
2016,WZ08-4782,"Retail sale v.stalls,markets of text.,cloth.,foot.",20 or more persons employed,5.0,24.0,256.0,22.0,4163.0,85.0,12.0,0.0,0.0,44.1,21.0
2016,WZ08-4789,Retail sale via stalls and markets of other goods,1 to 2 persons employed,690.0,692.0,943.0,47.0,68.0,50.0,25.0,0.0,0.0,47.7,37.0
2016,WZ08-4789,Retail sale via stalls and markets of other goods,3 to 5 persons employed,303.0,313.0,1067.0,38.0,126.0,36.0,18.0,0.0,0.0,53.8,31.0
2016,WZ08-4789,Retail sale via stalls and markets of other goods,6 to 19 persons employed,63.0,87.0,478.0,35.0,557.0,73.0,20.0,1.0,0.0,42.1,31.0
2016,WZ08-4789,Retail sale via stalls and markets of other goods,20 or more persons employed,39.0,267.0,977.0,22.0,556.0,22.0,11.0,1.0,0.0,51.4,19.0
2016,WZ08-479,"Retail trade not in stores, stalls or markets",1 to 2 persons employed,25452.0,25791.0,32782.0,4328.0,170.0,132.0,2807.0,47.0,9.0,35.2,3623.0
2016,WZ08-479,"Retail trade not in stores, stalls or markets",3 to 5 persons employed,7353.0,8024.0,27766.0,4253.0,578.0,153.0,2822.0,62.0,6.0,33.6,3677.0
2016,WZ08-479,"Retail trade not in stores, stalls or markets",6 to 19 persons employed,4642.0,5506.0,44418.0,9870.0,2126.0,222.0,6645.0,119.0,12.0,32.7,8909.0
2016,WZ08-479,"Retail trade not in stores, stalls or markets",20 or more persons employed,1337.0,3096.0,116953.0,46832.0,35015.0,400.0,32089.0,590.0,16.0,31.5,45797.0
2016,WZ08-4791,Retail sale via mail order houses or via Internet,1 to 2 persons employed,17329.0,17607.0,22808.0,3409.0,197.0,149.0,2185.0,23.0,5.0,35.9,2867.0
2016,WZ08-4791,Retail sale via mail order houses or via Internet,3 to 5 persons employed,5674.0,6280.0,21408.0,3411.0,601.0,159.0,2167.0,54.0,3.0,36.5,2901.0
2016,WZ08-4791,Retail sale via mail order houses or via Internet,6 to 19 persons employed,3866.0,4527.0,37309.0,7527.0,1947.0,202.0,4690.0,86.0,5.0,37.7,6677.0
2016,WZ08-4791,Retail sale via mail order houses or via Internet,20 or more persons employed,1054.0,2384.0,100724.0,42722.0,40526.0,424.0,28992.0,518.0,10.0,32.1,41874.0
2016,WZ08-4799,"Other retail sale not in stores, stalls or markets",1 to 2 persons employed,8123.0,8184.0,9973.0,919.0,113.0,92.0,621.0,24.0,3.0,32.4,756.0
2016,WZ08-4799,"Other retail sale not in stores, stalls or markets",3 to 5 persons employed,1679.0,1744.0,6359.0,841.0,501.0,132.0,655.0,7.0,3.0,22.1,776.0
2016,WZ08-4799,"Other retail sale not in stores, stalls or markets",6 to 19 persons employed,776.0,979.0,7109.0,2343.0,3019.0,330.0,1955.0,33.0,6.0,16.6,2232.0
2016,WZ08-4799,"Other retail sale not in stores, stalls or markets",20 or more persons employed,283.0,713.0,16228.0,4111.0,14509.0,253.0,3096.0,72.0,6.0,24.7,3924.0
2016,WZ08-45-01,Motor trade and retail trade,1 to 2 persons employed,193761.0,196586.0,268922.0,31910.0,165.0,119.0,22606.0,533.0,93.0,29.2,27356.0
2016,WZ08-45-01,Motor trade and retail trade,3 to 5 persons employed,113365.0,121850.0,420873.0,42840.0,378.0,102.0,27730.0,715.0,96.0,35.3,37045.0
2016,WZ08-45-01,Motor trade and retail trade,6 to 19 persons employed,107912.0,131640.0,1018189.0,135429.0,1255.0,133.0,92312.0,2420.0,289.0,31.8,124357.0
2016,WZ08-45-01,Motor trade and retail trade,20 or more persons employed,29521.0,151593.0,2720802.0,584379.0,19795.0,215.0,423181.0,10288.0,500.0,27.6,565098.0
2016,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",1 to 2 persons employed,138643.0,140837.0,194202.0,18259.0,132.0,94.0,11944.0,272.0,47.0,34.6,15239.0
2016,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",3 to 5 persons employed,86787.0,94027.0,321192.0,29191.0,336.0,91.0,18459.0,395.0,43.0,36.8,25098.0
2016,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",6 to 19 persons employed,81168.0,102442.0,757867.0,89268.0,1100.0,118.0,59631.0,1265.0,103.0,33.2,81927.0
2016,WZ08-47-02,"Retail trade,exc. motor veh. trade a. sale of fuel",20 or more persons employed,21523.0,132088.0,2235165.0,388777.0,18064.0,174.0,268627.0,6728.0,105.0,30.9,377258.0
2016,WZ08-471-01,Retail trade in-store,1 to 2 persons employed,110051.0,111870.0,157125.0,13976.0,127.0,89.0,9248.0,225.0,38.0,33.8,11693.0
2016,WZ08-471-01,Retail trade in-store,3 to 5 persons employed,78847.0,85259.0,291680.0,25488.0,323.0,87.0,16154.0,332.0,38.0,36.6,21954.0
2016,WZ08-471-01,Retail trade in-store,6 to 19 persons employed,78662.0,99291.0,735025.0,83856.0,1066.0,114.0,56576.0,1178.0,92.0,32.5,77179.0
2016,WZ08-471-01,Retail trade in-store,20 or more persons employed,20712.0,130344.0,2135162.0,347533.0,16779.0,163.0,241204.0,6235.0,92.0,30.6,336744.0
2016,WZ08-471-02,Retail trade in the traditional sense,1 to 2 persons employed,145797.0,148099.0,203040.0,19115.0,131.0,94.0,12454.0,318.0,53.0,34.9,15906.0
2016,WZ08-471-02,Retail trade in the traditional sense,3 to 5 persons employed,87744.0,95015.0,323828.0,28445.0,324.0,88.0,17688.0,412.0,46.0,37.8,24328.0
2016,WZ08-471-02,Retail trade in the traditional sense,6 to 19 persons employed,70260.0,90323.0,639897.0,63427.0,903.0,99.0,39419.0,1049.0,96.0,37.9,57889.0
2016,WZ08-471-02,Retail trade in the traditional sense,20 or more persons employed,18332.0,127066.0,2155034.0,370513.0,20212.0,172.0,253826.0,6506.0,100.0,31.5,360317.0
2016,WZ08-471-03,Retail trade in its more narrow definition,1 to 2 persons employed,137458.0,139652.0,192320.0,17825.0,130.0,93.0,11583.0,267.0,47.0,35.0,14847.0
2016,WZ08-471-03,Retail trade in its more narrow definition,3 to 5 persons employed,84758.0,91878.0,313001.0,27222.0,321.0,87.0,16887.0,378.0,43.0,38.0,23259.0
2016,WZ08-471-03,Retail trade in its more narrow definition,6 to 19 persons employed,68990.0,88836.0,627780.0,61506.0,892.0,98.0,38171.0,1019.0,96.0,37.9,56156.0
2016,WZ08-471-03,Retail trade in its more narrow definition,20 or more persons employed,18085.0,125354.0,2128739.0,365831.0,20229.0,172.0,250848.0,6460.0,97.0,31.4,355781.0
2016,WZ08-471-04,"Retail trade, except retail sale of fuels",1 to 2 persons employed,137985.0,140179.0,193269.0,17925.0,130.0,93.0,11650.0,267.0,47.0,35.0,14926.0
2016,WZ08-471-04,"Retail trade, except retail sale of fuels",3 to 5 persons employed,86404.0,93617.0,319887.0,28696.0,332.0,90.0,18029.0,390.0,43.0,37.2,24626.0
2016,WZ08-471-04,"Retail trade, except retail sale of fuels",6 to 19 persons employed,80880.0,102117.0,754953.0,87406.0,1081.0,116.0,57937.0,1245.0,101.0,33.7,80105.0
2016,WZ08-471-04,"Retail trade, except retail sale of fuels",20 or more persons employed,21455.0,131900.0,2231905.0,386659.0,18022.0,173.0,266780.0,6706.0,101.0,31.0,375231.0
2016,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",1 to 2 persons employed,20878.0,21108.0,30005.0,3025.0,145.0,101.0,2244.0,44.0,5.0,25.8,2623.0
2016,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",3 to 5 persons employed,16583.0,17713.0,59692.0,4905.0,296.0,82.0,3579.0,66.0,6.0,27.0,4421.0
2016,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",6 to 19 persons employed,20700.0,25015.0,192456.0,16380.0,791.0,85.0,11669.0,251.0,13.0,28.8,15189.0
2016,WZ08-4711-01,"Retail sale of food, except retail sale via stalls",20 or more persons employed,7591.0,46105.0,989204.0,176400.0,23239.0,178.0,135610.0,3080.0,41.0,23.1,174087.0
2016,WZ08-4711-02,Retail sale of food,1 to 2 persons employed,22752.0,23010.0,32657.0,3199.0,141.0,98.0,2350.0,49.0,5.0,26.5,2759.0
2016,WZ08-4711-02,Retail sale of food,3 to 5 persons employed,17611.0,18889.0,63395.0,5113.0,290.0,81.0,3711.0,71.0,7.0,27.4,4594.0
2016,WZ08-4711-02,Retail sale of food,6 to 19 persons employed,21526.0,26070.0,199743.0,16726.0,777.0,84.0,11872.0,262.0,14.0,29.0,15486.0
2016,WZ08-4711-02,Retail sale of food,20 or more persons employed,7700.0,46381.0,994136.0,176752.0,22956.0,178.0,135835.0,3086.0,42.0,23.1,174415.0
2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),1 to 2 persons employed,117765.0,119729.0,164197.0,15234.0,129.0,93.0,9700.0,227.0,42.0,36.3,12616.0
2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),3 to 5 persons employed,70204.0,76314.0,261500.0,24286.0,346.0,93.0,14880.0,329.0,37.0,38.7,20677.0
2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),6 to 19 persons employed,60468.0,77427.0,565412.0,72888.0,1205.0,129.0,47962.0,1014.0,90.0,34.2,66739.0
2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),20 or more persons employed,13932.0,85983.0,1245960.0,212376.0,15244.0,170.0,133017.0,3649.0,64.0,37.4,203171.0
2016,WZ08-4719-02,Retail sale of non-food,1 to 2 persons employed,116322.0,118273.0,162142.0,15384.0,132.0,95.0,9868.0,229.0,42.0,35.9,12774.0
2016,WZ08-4719-02,Retail sale of non-food,3 to 5 persons employed,70084.0,76068.0,261414.0,24906.0,355.0,95.0,15431.0,329.0,37.0,38.0,21266.0
2016,WZ08-4719-02,Retail sale of non-food,6 to 19 persons employed,62795.0,80070.0,588407.0,77437.0,1233.0,132.0,51603.0,1047.0,91.0,33.4,70979.0
2016,WZ08-4719-02,Retail sale of non-food,20 or more persons employed,14504.0,87626.0,1264144.0,218008.0,15031.0,172.0,137705.0,3745.0,66.0,36.8,208494.0
2016,WZ08-474-01,"Retail sale of furniture, HiFi and IT",1 to 2 persons employed,30239.0,30753.0,41147.0,3960.0,131.0,96.0,2522.0,93.0,14.0,36.3,3292.0
2016,WZ08-474-01,"Retail sale of furniture, HiFi and IT",3 to 5 persons employed,14489.0,15197.0,53449.0,5326.0,368.0,100.0,3175.0,86.0,14.0,40.4,4606.0
2016,WZ08-474-01,"Retail sale of furniture, HiFi and IT",6 to 19 persons employed,11792.0,14673.0,110558.0,14678.0,1245.0,133.0,8819.0,292.0,39.0,39.9,13704.0
2016,WZ08-474-01,"Retail sale of furniture, HiFi and IT",20 or more persons employed,3249.0,12698.0,296932.0,58857.0,18114.0,198.0,36547.0,887.0,20.0,37.9,56176.0
2016,WZ08-4741-01,Retail sale of books and stationery,1 to 2 persons employed,43709.0,44619.0,63569.0,5308.0,121.0,84.0,3408.0,67.0,15.0,35.8,4383.0
2016,WZ08-4741-01,Retail sale of books and stationery,3 to 5 persons employed,30034.0,32328.0,111105.0,8806.0,293.0,79.0,5130.0,128.0,11.0,41.7,7459.0
2016,WZ08-4741-01,Retail sale of books and stationery,6 to 19 persons employed,20673.0,27373.0,182749.0,16161.0,782.0,88.0,9360.0,281.0,23.0,42.1,14583.0
2016,WZ08-4741-01,Retail sale of books and stationery,20 or more persons employed,2820.0,16837.0,182236.0,23837.0,8454.0,131.0,13550.0,477.0,9.0,43.2,22194.0
2016,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",1 to 2 persons employed,21626.0,22006.0,29150.0,2892.0,134.0,99.0,1852.0,76.0,12.0,36.0,2423.0
2016,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",3 to 5 persons employed,10822.0,11346.0,39986.0,4252.0,393.0,106.0,2592.0,66.0,11.0,39.0,3704.0
2016,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",6 to 19 persons employed,9138.0,10704.0,84808.0,12036.0,1317.0,142.0,7328.0,250.0,35.0,39.1,11296.0
2016,WZ08-4743-01,"Retail sale of furnishings, household equip. etc.",20 or more persons employed,2709.0,8610.0,255760.0,52415.0,19349.0,205.0,32824.0,754.0,18.0,37.4,50140.0
2016,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",1 to 2 persons employed,12903.0,13130.0,19280.0,1311.0,102.0,68.0,744.0,15.0,1.0,43.3,1060.0
2016,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",3 to 5 persons employed,13231.0,14880.0,49296.0,3618.0,273.0,73.0,2061.0,31.0,7.0,43.0,2865.0
2016,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",6 to 19 persons employed,8807.0,13112.0,76961.0,5582.0,634.0,73.0,3094.0,84.0,9.0,44.6,5071.0
2016,WZ08-4751-01,"Retail sale of textiles, clothing and footwear",20 or more persons employed,2323.0,33094.0,338498.0,36210.0,15589.0,107.0,18892.0,958.0,9.0,47.8,34312.0
2016,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",1 to 2 persons employed,13350.0,13586.0,19886.0,1338.0,100.0,67.0,759.0,20.0,1.0,43.3,1081.0
2016,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",3 to 5 persons employed,13439.0,15132.0,50135.0,3682.0,274.0,73.0,2102.0,31.0,7.0,42.9,2920.0
2016,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",6 to 19 persons employed,9344.0,13803.0,82051.0,5981.0,640.0,73.0,3317.0,85.0,9.0,44.5,5433.0
2016,WZ08-4751-02,"Retail sale of textiles,clothing,footwear,leather",20 or more persons employed,2395.0,33450.0,342243.0,37061.0,15474.0,108.0,19274.0,996.0,10.0,48.0,35002.0
2016,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",1 to 2 persons employed,20486.0,20816.0,27775.0,2666.0,130.0,96.0,1676.0,78.0,12.0,37.1,2228.0
2016,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",3 to 5 persons employed,10533.0,11082.0,39062.0,4034.0,383.0,103.0,2384.0,66.0,13.0,40.9,3482.0
2016,WZ08-4752-01,"Retail sale of furniture,furnishings,hh.equip.etc.",6 to 19 persons employed,9059.0,10531.0,85410.0,11715.0,1293.0,137.0,6980.0,247.0,35.0,40.4,10956.0
